,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结,漫画地址
17,灵视少年乃亚,米原秀幸,日本漫画,"侦探,东方神鬼,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/7/3094.jpg,灵视少年乃亚漫画 ，独特的画面营造手法和世界设定酝酿出特殊的风味。主角是名能够在凶案现场看得见什么的少年，但那并不是幽灵或是鬼魂，当有所感应的时候，少年便会出神，并且将脑海所见之物画下来。 而这个少年自从和年老的火爆刑警相遇之后，人生有了改变，两人开始联手重重新调查15年前的悬案。本书是动感张力十足的侦探类漫画！ 相信第六感又干练的年老火爆刑警张沼耐造，在侦办某起骇人的毁容杀人案之时，发觉围观群眾之中，一名国中生岛田乃亚画下了不可思议的图画。 仔细推敲发现事有蹊蹺，深入追查之后才发现乃亚能在杀人现场看到「什么」，并会把所见画下来。起初他也不敢置信，直到他从图画中找到线索顺利破案，才让他心生一念──说服乃亚协助自己调查一起15年前的离奇杀人案，对於连警方都束手无策，毫无线索的案件，乃亚究竟会看到什麼…… 而张沼為何又这么执着于该案呢？ 一老一少的搭档将破解不可思议的悬案……,连载中,http://www.ccdm13.com/manhua/7803/
18,RPG实境世界,遠野ノオト,日本漫画,"冒险,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/7/3093.jpg,RPG实境世界漫画 ，★日本原作小说持续发售中的长销人气作！ ★以众所皆知的RPG游戏为背景，描述主角在坠入游戏后，瞬间成为最高等玩家的冒险物语。 ★故事内容细腻而生动，让你细细体验角色们在游戏中产生的互动。 如果真的进入游戏中的世界，你会怎么办呢？ 喜喜欢打电玩的高中生勇吾和翔，在莫名其妙的情况下， 闯入了角色扮演游戏《卡斯帕克的復活》之中！ 而且，闯入时的职等竟然已经是该世界里的最高等级， 结识的少女还是个超级正妹!? 这实在是令人窃喜不已，已经不想再回到原来的世界了——原本应该如此…… 不过，等等，这个世界怎么没有重置键和复活法术？ 初出茅庐的新手勇者，手忙脚乱的角色扮演游戏，就此START！,连载中,http://www.ccdm13.com/manhua/7802/
19,麻辣野玫瑰,藤泽亨,日本漫画,"冒险,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/5/2161.jpg,麻辣野玫瑰漫画 ，全日本最优秀的Professional女子高中生驾到！很久以前，当世界仍处于東西方冷战的时期，警察厅及防卫厅联合進行了一项极度机密的计划，培养了一队特殊部队。部队的名字是“Asallt”。然而，随着冷战时代的结束，整个计划亦随之瓦解。有关这个计划的记忆，如今只殘存于一部份人的脑海之中。接着，10年之后── 她是转校生，也是日本首屈一指的抗暴专家，严酷苛刻的过去夺走了她的记忆，只到训羊师的出现……,连载中,http://www.ccdm13.com/manhua/7798/
20,只差一点点、不意间便成永远,藤绪爱,日本漫画,"爱情,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/7/3088.jpg,"只差一点点、不意间便成永远漫画 ，所谓结婚，既不是恋，也不是爱，而是生活……
反复看见自己下功夫亲手做的饭被剩下，宿醉归来的丈夫一身邋遢地倒头就睡，因为他总是随便把袜子翻过来脱——而愚蠢地吵了一架。结婚之后，爱情真的就不在了吗？",已完结,http://www.ccdm13.com/manhua/7785/
21,佣兵手记,菊地昭夫&宫崎学,日本漫画,"战争,高清单行本,其他",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2974.jpg,佣兵手记漫画 ，一本笔记本。以越南战争和20世纪後半如战乱地狱的亚洲为背景，当中记载了以佣兵身份存活下去，杀死敌人士兵的竹村英雄的故事。而得到这本笔记本的人，就是以狐狸眼睛的男人、突破者而闻名世界的边缘作家──宫崎学。在此，将公开其壮烈的生存故事。,已完结,http://www.ccdm13.com/manhua/7735/
22,感应少年,朝基胜士,日本漫画,"科幻,侦探,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2921.jpg,感应少年漫画 ，主角是一个中学生，具有不可思议的超能力！只要用手接触，就可以看到事情的真相！看明日真映儿，如何利用天赋的力量，一步一步解开神秘案件！！,已完结,http://www.ccdm13.com/manhua/7703/
23,最后的冠军,安达充,日本漫画,"爱情,竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2902.jpg,最后的冠军漫画 ，打棒球的人有形形色色，我打棒球并不是为了甲子园赛。我只所以加入棒球社，是为了要接近她。因为我想看她迷人的笑脸…,已完结,http://www.ccdm13.com/manhua/7647/
24,新恐怖宠物店,秋乃茉莉,日本漫画,"东方神鬼,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2805.jpg,新恐怖宠物店漫画 ，“欢迎来到D伯爵的宠物店。由猫、狗等您所熟悉的动物，乃至游走于华盛顿公约边缘的珍禽异兽，这里通通都有。”从美国西海岸某城市，跨海来到日本的魔都──新宿歌舞伎町，D伯爵的宠物店重新开张。来吧，D伯爵将为您打开一扇门扉，实现您对人世的最后一线希望……,连载中,http://www.ccdm13.com/manhua/7569/
25,魔卡少女樱,CLAMP,日本漫画,"魔法,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2692.jpg,"魔卡少女樱漫画 ，Hi,我是木之本樱,有一天,不小心开启一本古书...于是,一只四不像的可爱家伙--封印之兽可鲁贝洛斯跳了出来!说什么""库洛牌""已实体化了,为了避免危害世界,必须将他们全部封印起来.虽然我没有听懂,但还是欣然担起库洛魔法使的使命......
在我(魔卡少女--樱)的时代，这简直是“天下大乱”的时代呀！“人物关系错综复杂”，“动机情感模糊不清”，我的情敌李小狼,对我具有异乎寻常感情的好友知世,还有哥哥和观月老师的关系,我暗恋对象雪兔哥哥的真实身份...真是很伤脑筋呀！不过只要学学胡铁花那天塌下来也有楚留香顶着的宽大胸怀(在这当然是天塌下来也有CLAMP姐姐顶着唠!),保证可以在这里通行无阻了",连载中,http://www.ccdm13.com/manhua/7493/
26,乱马1/2,高桥留美子,日本漫画,"搞笑,格斗,后宫,高清单行本,性转换",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2691.jpg,乱马1/2漫画 ，在一个大雨滂沱的日子里，武术家早已女玄马带着儿子乱马来到了同门天道早云的道场，然而擅自被父亲指婚给乱马的天道茜却惊奇的发现，乱马是个有着奇异体质的男孩。原来，乱马和父亲在去中国青海省咒泉乡的一次修行中，不幸掉进了女溺泉，落得个遇冷水变成女孩遇热水变男孩的怪异体质。然而，有着同样不幸遭遇的并不止乱马一人。良牙、珊璞、慕丝、潘斯特太郎，哈浦……这些人在命运的安排下先后出现在乱马面前，演绎了一幕幕让人俊不禁的故事……,连载中,http://www.ccdm13.com/manhua/7492/
27,天使禁猎区,由贵香织里,日本漫画,"爱情,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2690.jpg,天使禁猎区漫画 ，无道刹那和无道纱罗是亲兄妹，但是他们之间却有着不容於世的爱情存在，知道这是不行的两人一直抗拒着这份情。同时，在社会上因着使用电脑而离奇死亡的学生越来越多，而纱罗的同班同学─齐木翠雀也被卷入这事件中。另一方面，在刹那身边出现了两个邪鬼族人─九雷和紫罗九音，他们老是说刹那是一个很强的天使转世而生，希望刹那能帮助他们对抗天界，但刹那却觉得他们脑袋有问题……,已完结,http://www.ccdm13.com/manhua/7491/
28,幽游白书,富坚义博,日本漫画,"冒险,东方神鬼,热血,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2689.jpg,幽游白书漫画 ，主角浦饭幽助作为灵界侦探，与同伴们一起铲除在人间为非作歹的妖怪……情节生动活泼，四个主角的形象十分饱满，作为反面角色的户愚吕弟和仙水等也十分深入人心。《幽游白书》的结尾在漫画迷中颇有争议，有着截然相反的两种评价。但无论如何，这都是一部具有极高娱乐性和可读性的成功漫画。,已完结,http://www.ccdm13.com/manhua/7490/
29,水果篮子,高屋奈月,日本漫画,"爱情,治愈,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/6/2684.jpg,水果篮子漫画 ，草摩家是一个非常有财力势力的大家族，但其中有13人分别被12生肖和猫怪附身，这些人拥有一旦与异性拥抱就会变身为所属动物的奇怪体质，每个人都有着自已的心事甚至心酸的往事。片中的女主角小透仿佛一个混入一篮子水果中的饭团，大家都以为她不可能与他们溶为一起，但是小透凭着她的温和善良、积极体贴，逐渐与这些人打成一片，打开了很多人曾经解不开的心结，也获得了全部人的喜爱和信任。,已完结,http://www.ccdm13.com/manhua/7486/
30,肯普法,橘由宇,日本漫画,"冒险,后宫,高清单行本,性转换,轻小说",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/1/390.jpg,肯普法漫画 ，　　>>点击进入伪娘漫画专题点击观看动画版点击阅读小说版,连载中,http://www.ccdm13.com/manhua/7290/
31,头文字D,重野秀一,日本漫画,"竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/4/1793.jpg,"头文字D漫画 ，藤原拓海，很普通的高中生，传说中的飙车手藤原文太的儿子。因为每天凌晨都被家中那个臭老头逼着开车送豆腐的缘故，所以整天一副萎靡不振的脸孔，常被同学武内树嘲笑不知所谓，不懂赛车知识，没有男人志向。
　　蓬乱的发，茫然的眼神，谁会想到这样一个没有什么特色的少年却是秋名山道上最快的人，在没有遇到高桥兄弟之前，连他自己都没有这份自觉，而这种速度却足以让人疯狂尖叫！他的开车技术好到没话可说，特别是漂移、入弯以及甩尾这些高难度技术更是好得让人落泪！和藤原拓海一起在加油站打工的前辈池谷是秋名山道夜车族speedstar的头，在和高桥启介的比赛前发生事故无法出赛，后来在文太的推荐下，拓海小弟出场，比赛堪称经典，吓死了一帮飙车族，从此后一朝成名天下知，挑战陆续而来。",连载中,http://www.ccdm13.com/manhua/7281/
32,禁忌的魔法,桐幡步,日本漫画,"魔法,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/5/2221.jpg,禁忌的魔法漫画 ，吉欧的梦想是成为世界第一的魔法师，可是抚养他长大的魔法师伊雷卡乌拉却迟迟不肯教吉欧魔法，二人因此常常吵架。某天，又跟伊雷卡乌拉吵架的吉欧冲出家门后，在森林裡遇到了一名自称是他师兄的陌生男子，不疑有他的吉欧於是带著他去找伊雷卡乌拉，没想到那全是谎言，为了救成为人质的吉欧，伊雷卡乌拉被迫交出自己所保管的禁咒……,已完结,http://www.ccdm13.com/manhua/7137/
33,魔法老师,赤松健,日本漫画,"魔法,后宫,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/2/997.jpg,"魔法老师漫画 ，在英国某间魔法学校修行的首席毕业生奈基，目前还只是个10岁的少年。他的目标是成为“出色的魔法使”。魔法学校给奈基指定的结业课题是“去日本普通学校当老师”！于是，奈基在祖父的朋友的帮助下进入了麻帆良学园，担任起有着31名女生的中等部2年Ａ组的老师。
　　按照魔法使世界的传说，在魔法使的身边都会有一个保护着他的勇敢战士存在。这种帮助魔法使的伙伴被称为“魔法使的从者”。由于奈基还只是个孩子，所以年幼的他尚未签订这种契约。但在进入麻帆良学园后，奈基还是意外的通过KISS的方式与一位名叫神乐坂明日菜的女生定下了契约。从现在开始，一声妙趣横生的大骚乱似乎即将展开……",已完结,http://www.ccdm13.com/manhua/7076/
34,漂亮脸蛋,叶恭弘,日本漫画,"搞笑,伪娘,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/5/2112.jpg,"漂亮脸蛋漫画 ，　乱堂政是学校空手道部的主将,但因为个性顽劣也属于人人侧目的小霸王.他在暗恋一个文静的女孩子,并把人家的照片带在身上.因为一场突如其来的车祸,乱堂阴差阳错地失去了自己的身份,变成了植物人一年,家人也搬走了,最惨的就是被一个变态的医生整容成自己梦中情人,由于漫长的植物人岁月,他的体型也和那个女孩子差不多了.最可怕的就是,他还被那个女孩当成离家出走的双胞胎姐姐而接回家里住!",已完结,http://www.ccdm13.com/manhua/7064/
35,东京活尸,玖倉しいち,日本漫画,"冒险,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/5/2029.jpg,东京活尸漫画 ，一夕之间东京全变了样，群尸咬人的情况如同瘟疫般蔓延各个角落 !!平凡无奇的大学生染谷优和女高中生水森郁世以及其他倖免者，究竟该如何在乌鸦盘旋、活尸横行的城市裡生存下来呢？活尸禁区全面封锁，胆小鬼勿视的惊悚第一集 !!,已完结,http://www.ccdm13.com/manhua/6996/
0,犬夜叉,高桥留美子,日本漫画,"冒险,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/4/1629.jpg,犬夜叉漫画 ，一开始是女主角阿篱穿越时空回到五百年前的战国时代遇到了半妖犬夜叉，这对冤家为了找齐四魂之玉被迫同行，随着旅程深入剧情核心，衍生出让人惊叹的伏笔，阿篱与前世桔梗的情敌宿命、犬夜叉与同父异母的哥哥杀生丸的恩怨、大魔头奈落的秘密、珊瑚与弥勒无法选择的人生…众多交错的主题，使情节高潮叠起，一波三折，它融合了因果、仇恨、宿命、转世的纠葛情节，冒险、爱情、妖魔、战斗的奇幻场面！,已完结,http://www.ccdm13.com/manhua/6744/
