,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
55,JLA：不合则亡,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/2/zhengyilianmengbuhezewang.jpg,承接《JLA：童话女王》一作，蝙蝠侠的缺席越来越严重的影响了联盟成员的心态，他们开始分化并因这分化面临更大的危机，这时天命博士出现，为了对抗这位能操纵梦境的联盟大敌，他们面临着困难的抉择。为了解决这个问题，蝙蝠侠和超人决定公开自己的秘密身份，已取得大家的信赖和联盟的重新凝聚，但是这时，敌人入侵了……英雄，或者凡人，关于JLA双重身份的精彩一章，陆续放出中,已完结
56,DEMO第二部,BRIAN WOOD/BECKY CLOONAN,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/7/demodierbu20100804.jpg,熟女OL琼一直不敢睡觉，因为一睡觉她就会做梦，会反反复复梦见一个女孩从教堂的天台上跳了下来。一个偶然的机会，她在明信片上发现了自己梦境中的地点——圣保罗大教堂。她立刻抛弃了男友，辞掉了工作，买了单程的机票，只身飞往伦敦。在圣保罗大教堂里，她终于找到了梦中跳楼的那个女孩，而那个女孩实际上就是……,已完结
57,弹片 阿瑞斯提亚崛起,radical comic,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/13/tp20100817.jpg,"《阿瑞斯提亚崛起》是《弹片》漫画三部曲的第一部。
《弹片》同名电影将由《Underworld黑夜传说》的导演Len Wiseman执导。",已完结
58,终极恶梦,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/15/zhongjiemeng20100818.jpg,在X教授查尔斯·泽威尔的带领下，X战警始终坚持着与普通人类及其他变种人和谐并存的梦想。由尼克弗瑞将军召集并由以及美国队长的带领的，一支小型却致命的军队——终极联盟诞生了。它努力保护人类的安全并与地球上的一切新威胁进行着斗争。,已完结
59,终极机密,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/17/zhongjijimi.jpg,在X教授查尔斯·泽威尔的带领下，X战警始终坚持着与普通人类及其他变种人和谐并存的梦想。由尼克弗瑞将军召集并由以及美国队长的带领的，一支小型却致命的军队——终极联盟诞生了。它努力保护人类的安全并与地球上的一切新威胁进行着斗争。,已完结
60,终极灭绝,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/18/zjmiejue.jpg,在X教授查尔斯·泽威尔的带领下，X战警始终坚持着与普通人类及其他变种人和谐并存的梦想。由尼克弗瑞将军召集并由以及美国队长的带领的，一支小型却致命的军队——终极联盟诞生了。它努力保护人类的安全并与地球上的一切新威胁进行着斗争。 观看顺序:终极恶梦 终极机密 终极幻视 终极灭绝,已完结
61,终极幻视,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/16/001_e3f365ac3184ff57ac7fa6544c567317.jpg,"终极幻视 <br>
终极系列篇外篇:终极幻视<br>
讲述一个机器人诞生的故事",已完结
62,假如？蜘蛛侠 另类,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/1/jiaruzhizhuxialinglei20100820.jpg,“你是否想成为蜘蛛侠？”内心的蜘蛛曾经这么问他。“或者……你的蜘蛛曾经梦想做人吗？你现在究竟是本我……还是异类？”在正统世界中，皮特·帕克相信自己的直觉，欣然接受了内心的蜘蛛，但在另一个世界，就是我们现在看到的这个……皮特·帕克的直觉将他引领到了截然不同的方向。,已完结
63,龙与地下城世界故事集1,R.A. Salvatore,欧美漫画,魔法,JPG,http://images.dmzj.com/webpic/6/dad012010.jpg,被遗忘的国度背景的短篇黑暗映象讲的是崔斯特遇到了一只不寻常的地精，因为同样都与自己的邪恶族人有所区别，所以崔斯特打算将这只地精从他那邪恶的主子的奴役下解救出来，最终他成功了吗,已完结
64,龙与地下城世界故事集2,DDP,欧美漫画,魔法,JPG,http://images.dmzj.com/webpic/7/dad022010.jpg,帕林与父亲在黑袍达拉玛的带领下来到了威莱斯的大法师之塔参加试炼，期间到底发生了什么故事呢？(PS：有雷斯林的戏份。),已完结
65,龙与地下城世界故事集3,DDP,欧美漫画,魔法,JPG,http://images.dmzj.com/webpic/8/dad032010.jpg,在被遗忘的国度中掌握魔法的人每年一度都会聚集到一个被称作法师集会的秘密会议中，而这个集会总是选择不同的隐秘场所。在那里他们交易魔法、购买或出售法术及魔法材料、决斗、寻求指导或是受雇成为导师、千方百计以扬名立万——或是让对头名誉扫地。在任何法师集会当中，最为臭名昭著、爱管闲事的法师之一便是阴影谷来的狡猾而反复无常的艾尔明斯特。有人传言他是密斯特拉这位魔法女神的选民卫士。还有人宣称那七位银发姐妹（包括这位风暴·银手）也是选民。不过其他人则对此嗤之以鼻，因为他们认为魔法师全都是骗子而已……,已完结
66,安琪勒丝,Ron Marz/Stjepan Sejic/Topcow,欧美漫画,"格斗,百合",JPG,http://images.dmzj.com/webpic/1/anglus.jpg,Topcow著名漫画系列《魔女之刃》的姐妹篇。在“魔刃之战”篇章结束后，丹妮失去了魔女之刃，却获得了安琪勒丝的光明力量。其后她与同性恋女友芬琪一同回到家乡，寻找今后的人生道路。然而丹妮不仅对自己今后作为安琪勒丝的任务毫无头绪，更是因为自己与芬琪的恋情而感到迷茫。她将如何接受新的身份？,已完结
67,绿巨人世界大战：X战警,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/3/wwxman.jpg,MARVEL最新作品，绿巨人VS X战警。,已完结
68,绿灯侠：秘密起源,DC Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/8/GL029-001_e3b84261962f48d87245d53e9fba1c6b.jpg,"《绿灯侠 秘密起源》为共7章的短篇，是绿灯侠V4 29~35，讲述了绿灯侠哈尔·乔丹的新起源故事，是至黑之夜的序幕。

在真人版电影中，部分剧情就是源自本故事，感兴趣的朋友也可以提前了解一下。
",已完结
69,我是钢铁侠,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/2/woshigangtiexia20101009.jpg,托尼·斯塔克出生在纽约一个富豪家庭，天生聪慧的斯塔克是个出奇的天才，21岁时便开始掌控数百亿财产的他，逐渐确立了斯塔克公司作为美军第一军火供应商的雄厚地位。但不久后的一次绑架事件彻底改变了托尼·斯塔克的一生。他利用恐怖分子为其提供的粗糙设备和原材料，在暗无天日的地下基地里为自己造出了一块聚变能源活命和由聚变能源驱动的钢铁盔甲，具备很强的战斗能力。逃出恐怖分子基地后他改进了钢铁盔甲，制造了另一块聚变能源，成为真正的钢铁侠。,已完结
70,惩罚者v8,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/10/chengfazhe.jpg,惩罚者的实力被老友尼克福瑞称为“十级特工”水平，此水平的人类可以说是人类战斗力的最高水平。,已完结
71,卢瑟传-钢铁之子,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/10/lusede.jpg,关于超人宿敌莱克斯卢瑟的重新诠释，画风凌厉，故事的视角也非常有趣，值得推荐。,已完结
72,吞星之女伽娜塔,Adam Warren,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/18/tyxr.jpg,吞星是宇宙的恐惧，而他的女儿却对地球产生好感，但她能控制自己噬星的饥渴吗？,已完结
73,变形金刚-英雄记-飞过山,IDW/James Raiz,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/14/bianxingjinggang.jpg,它是经典中的经典，它是不朽的丰碑，它是时代的烙印，它见证了动画变迁。,已完结
74,皇家特工-解密档案,Greg Rucka,欧美漫画,"历史,其他",JPG,http://images.dmzj.com/webpic/6/001_4ad120655790620f8a9a829fcd1d48c2.jpg,是一个关于英国秘密情报局（SIS，又称军情六局MI6）的故事。但是，假如你期待的是007这样的跑车随便开，公款随便花，美女随便上的故事，那么请你不要看这本书，因为这里面没有英俊的孤胆英雄，也没有华丽的追汽车炸基地。在这个后冷战世界，间谍题材仿佛也失去了惊险刺激的迷人光环，还原到了低调而干脆的风格，毕竟这才是“斗篷与匕首”的本色。这篇《解密档案》是一个以香港回归为背景的中篇，但却并没有花笔墨在回归上：交接仪式前几天，SIS驻香港情报站的二号特工被人谋杀。总部于是派人前去调查，案情本身也并不复杂，很快就解决了——但是案件之外，当时当地的张力却超越了故事本身。这是《皇家特工》系列的前传之一，讲的是汤姆·华莱士加入SIS不久的事情——正传里汤姆已经当上科长啦，保罗也如愿以偿的当上了处长，但还是对他一手拉扯大的特勤科抓得非常紧。故事里的“特勤科”一般来说是三人小组，其中的特工以“守护人”为代号。他们的行动并不一定意味着跟踪、窃听、暗杀，可能只是平凡的案件；而且除了敌特、恐怖分子等明显的敌人之外，内部的矛盾和官僚也许才是最要命的。,已完结
75,苍蝇,Lewis Trondheim,欧美漫画,欢乐向,JPG,http://images.dmzj.com/webpic/18/苍蝇_全一册_0001_c0cdc8ebb5352f61e9d7f99b3d340ee5.jpg,关于一只苍蝇的神奇故事~~~是法国著名漫画家Lewis Trondheim的作品~~~ 结局出人意料~~故事轻松爆笑~~~ 最棒的是没有字一样把故事讲的精彩异常~~~~~~~,已完结
76,僵尸肖恩,Simon Pegg,欧美漫画,西方魔幻,JPG,http://images.dmzj.com/webpic/17/jiangshixiaoe.jpg,故事发生在伦敦。年近三十的肖恩是一个一事无成的普通人，他的工作从未得到过别人的认可，他的猪朋狗友游手好闲，他和女朋友的爱情也亮起了红灯，一切看来都是如此不如意。　　肖恩和自己的朋友皮特以及整日用打电子游戏和令人讨厌的行为打发日子的艾德同住在一幢破旧肮脏的房子里。虽然肖恩打算为了女朋友不再沈迷，改正自己浑浑噩噩，缺乏上进心的懒散习惯，但他还是会遭到同事的耻笑，还是无法得到女友的原谅。同时，他也不愿意承认自己和继父的关系，虽然他和母亲的婚姻已经持续了15年。 　　似乎生活就会这样平平淡淡地过去，但一件意向不到的事情发生了，整个城市被一群僵尸占领了，正常人被它们咬伤之后也会变成僵尸，病毒和恐慌在整个城市里迅速蔓延。肖恩从宿醉中清醒过来，拖着正在玩电子游戏的艾德前去营救自己的女友和母亲。当他们会合在一起之后，他们已经被成群的僵尸所包围，现在他们必须依靠自己逃离险境。 　　在和僵尸的战斗中，肖恩挽救了自己和女朋友垂死的爱情，危险也让他认识到继父和母亲对自己的感情，同时他也在这次战斗中发挥了他从来没有闪现的领导才能。也许他要感谢这场灾难，因为它，他已经不再是那个没有目标的任性妄为无所事事不想责任不念亲情的小青年了……,已完结
77,终极起源,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/17/终极起源_第01卷_0001_1ace6307f661cfd56fcaa9ade2d42a5e.jpg,首先要声明的一点是，本书是属于终极系列。由Marvel漫画公司于2000年所推出。是另一个平行世界的故事。并非正传。终极系列将众多英雄故事从头说起，并将角色重新塑造，使之更…,已完结
78,绿巨人世界大战,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/15/00_18a8c13b5ee2d281060c29ed3aa18029.jpg,作为美国国防部一个加码射线炸弹试验的管理人员，Bruce为了救一个孩子，孤身冲入了在新墨西哥的核武器试验基地，但是他也在计数结束前没有冲出试验场地。,已完结
79,新复仇者与变形金刚,Marvel Comics/IDW,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/18/xinfuchouzhehebianxingjingang.jpg,"《新复仇者与变形金刚》是Marvel公司旗下的超级英雄和IDW漫画公司的变形金刚crossover的漫画,共四本,出版于2007年9月至12月。我个人觉得这是一部明摆着只是为了削钱的跟风之作,但是因为有很多熟悉的人物和机器人物,而且剧情挺热闹,所以还是值得看看的。 ",已完结
80,蜘蛛侠-民间传说,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/17/000001_b29c83b2_31befaf98cdc01a7d4fd1b7a7997bd94.jpg,"该系列是Marvel推出的蜘蛛侠外传性质漫画,结合各个国家的民间传说，各个故事独立成章，互不关联，与蜘蛛侠原作无关",已完结
81,终结者3,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/18/000001_7c64e181_444e1488534b6275dd81f7c81da1b662.jpg,就在“天网”向人类正式宣战同时，未来世界中的机器人军团又研制出了更高级的超级智能美女机械人——T-X。现在，拥有惊人隐身能力的T-X女机器人也来到“审判日”，目标瞄准已经成熟的反抗军领袖约翰·康纳，欲致之于死地。好在这场对抗中，约翰·康纳并不孤独，新的“老”战友 ——由阿诺扮演的T-800最新改装型，依旧忠实地站在约翰·康纳的身边，保护着他继续反抗“天网”的阴谋。,已完结
82,终结者2无限,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/13/000001_d08a59e6_d6a45f189e4200ca43115842a68ce24c.jpg,这次，机器人主脑者派出最先进的T-1000型终结者，回到约翰康纳的童年时期，预备杀死约翰，使未来人类世界群龙无首。 　　约翰康纳得知消息，立即派另一名终结者乘坐时光倒流机，赶回现代，保卫童年时期的自己。 　　在现代，约翰与养父母同住。生母莎拉因言行怪异，且攻击造成机器人猖厥的电脑公司，因而被当成精神病患，住进病院。 　　T-1000型杀害了约翰的养父母，然后变成养父母外形欲诱杀约翰，幸好终结者赶到，救出约翰。T-1000的另一个目标是莎拉，不料亦遭到终结者和约翰的破坏。 　　莎拉和约翰决意消灭制造机器主宰者和T-1000型的塞柏电脑公司，一阵恶斗后，电脑公司被炸成一片火海。然而，T-1000型仍穷追不舍，将莎拉等人逼入钢铁厂，并将终结者打成重伤……,已完结
